#Measurements from IMU
#Number of channels: 9
#Number of samples: 2283
#Frequency: 200.000 Hz
#Unit system: SI

#Time	Roll	Pitch	Yaw	Angular velocity X	Angular velocity Y	Angular velocity Z	Linear acceleration X	Linear acceleration Y	Linear acceleration Z
4.645	0.001	0.096	0.002	0.018	0.067	0.064	0.500	-0.025	-0.500
4.650	0.001	0.096	0.002	-0.053	-0.017	0.259	0.500	-0.020	-0.500
4.655	0.001	0.096	0.002	0.061	-0.046	-0.104	0.500	-0.005	-0.500
4.660	0.001	0.096	0.002	0.052	0.058	0.068	0.500	0.002	-0.500
4.665	0.001	0.097	0.002	-0.012	-0.025	0.108	0.500	-0.009	-0.500
4.670	0.001	0.097	0.002	0.017	0.054	0.026	0.500	-0.001	-0.500
4.675	0.001	0.097	0.002	0.033	-0.004	0.009	0.500	-0.019	-0.500
4.680	0.001	0.097	0.002	0.024	0.060	0.117	0.500	0.007	-0.500
4.685	0.001	0.097	0.002	-0.084	-0.016	0.018	0.500	-0.016	-0.500
4.690	0.001	0.097	0.002	0.023	-0.005	0.104	0.500	-0.021	-0.500
4.695	0.001	0.097	0.002	-0.023	0.061	-0.090	0.500	-0.004	-0.500
4.700	0.001	0.097	0.002	0.027	0.058	-0.019	0.500	-0.012	-0.500
4.705	0.001	0.097	0.002	0.006	0.065	-0.012	0.500	0.000	-0.500
4.710	0.001	0.097	0.002	-0.071	0.018	-0.098	0.500	-0.003	-0.500
4.715	0.001	0.097	0.002	0.028	0.014	-0.026	0.500	-0.028	-0.500
4.720	0.001	0.097	0.002	-0.078	-0.018	0.064	0.500	-0.004	-0.500
4.725	0.001	0.097	0.002	0.023	-0.026	-0.016	0.500	-0.025	-0.500
4.730	0.001	0.097	0.002	-0.005	-0.061	-0.029	0.500	-0.000	-0.500
4.735	0.001	0.097	0.002	0.046	0.207	0.120	0.500	0.002	-0.500
4.740	0.001	0.097	0.002	0.053	0.098	0.060	0.500	0.001	-0.500
4.745	0.001	0.097	0.002	-0.017	-0.013	0.043	0.500	-0.014	-0.500
4.750	0.001	0.097	0.002	0.022	0.014	0.032	0.500	0.015	-0.500
4.755	0.001	0.097	0.002	-0.010	0.088	0.089	0.500	-0.029	-0.500
4.760	0.001	0.097	0.002	-0.071	0.042	0.089	0.500	-0.006	-0.500
4.765	0.001	0.097	0.002	-0.025	-0.039	0.009	0.500	-0.001	-0.500
4.770	0.001	0.097	0.002	0.072	-0.055	-0.074	0.500	-0.010	-0.500
4.775	0.001	0.097	0.002	0.060	0.047	0.048	0.500	-0.013	-0.500
4.780	0.001	0.097	0.002	-0.007	0.030	-0.024	0.500	-0.014	-0.500
4.785	0.001	0.097	0.002	0.032	0.076	-0.001	0.500	-0.028	-0.500
4.790	0.001	0.097	0.002	-0.055	-0.037	-0.017	0.500	0.004	-0.500
4.795	0.001	0.097	0.002	-0.005	-0.014	0.054	0.500	-0.012	-0.500
4.800	0.001	0.097	0.002	0.014	0.023	0.115	0.500	-0.011	-0.500
4.805	0.001	0.097	0.002	-0.007	-0.038	-0.011	0.500	-0.025	-0.500
4.810	0.001	0.097	0.002	-0.018	-0.068	0.063	0.500	-0.033	-0.500
4.815	0.001	0.097	0.002	0.078	-0.004	0.107	0.500	-0.012	-0.500
4.820	0.001	0.097	0.002	0.048	-0.013	0.137	0.500	-0.016	-0.500
4.825	0.001	0.097	0.002	0.016	-0.027	-0.072	0.500	0.004	-0.500
4.830	0.001	0.097	0.003	0.015	0.005	-0.037	0.500	-0.015	-0.500
4.835	0.001	0.097	0.003	-0.046	-0.042	-0.317	0.500	-0.011	-0.500
4.840	0.001	0.097	0.003	-0.010	0.119	-0.051	0.500	-0.009	-0.500
4.845	0.001	0.097	0.003	-0.009	0.002	0.217	0.500	-0.027	-0.500
4.850	0.001	0.097	0.003	-0.090	-0.068	-0.104	0.500	-0.015	-0.500
4.855	0.001	0.097	0.003	0.033	0.015	0.025	0.500	0.006	-0.500
4.860	0.001	0.097	0.003	0.066	-0.068	-0.130	0.500	-0.015	-0.500
4.865	0.001	0.097	0.003	0.085	0.074	-0.115	0.500	-0.019	-0.500
4.870	0.001	0.097	0.003	-0.009	0.061	0.046	0.500	0.001	-0.500
4.875	0.001	0.097	0.003	-0.020	0.026	0.017	0.500	-0.008	-0.500
4.880	0.001	0.097	0.003	0.065	0.015	-0.010	0.500	-0.016	-0.500
4.885	0.001	0.097	0.003	-0.003	0.036	-0.142	0.500	0.001	-0.500
4.890	0.001	0.097	0.003	0.039	-0.044	-0.065	0.500	-0.001	-0.500
4.895	0.001	0.097	0.003	0.103	-0.009	0.085	0.500	-0.020	-0.500
4.900	0.001	0.097	0.003	-0.002	0.028	0.039	0.500	0.003	-0.500
4.905	0.001	0.097	0.003	-0.048	-0.046	0.092	0.500	-0.007	-0.500
4.910	0.001	0.098	0.003	0.086	0.026	0.033	0.500	-0.011	-0.500
4.915	0.001	0.098	0.003	-0.052	0.046	0.133	0.500	-0.013	-0.500
4.920	0.001	0.098	0.003	-0.005	0.002	0.097	0.500	-0.014	-0.500
4.925	0.001	0.098	0.003	-0.011	-0.003	0.093	0.500	-0.003	-0.500
4.930	0.001	0.098	0.003	-0.038	-0.004	0.054	0.500	-0.029	-0.500
4.935	0.001	0.098	0.003	0.074	0.038	-0.210	0.500	-0.007	-0.500
4.940	0.001	0.098	0.003	-0.011	0.023	0.067	0.500	-0.004	-0.500
4.945	0.001	0.098	0.003	0.000	-0.015	-0.063	0.500	-0.012	-0.500
4.950	0.001	0.098	0.003	-0.064	0.026	-0.044	0.500	-0.010	-0.500
4.955	0.001	0.098	0.003	-0.068	-0.088	0.128	0.500	-0.012	-0.500
4.960	0.001	0.098	0.003	-0.022	-0.034	0.005	0.500	-0.001	-0.500
4.965	0.001	0.098	0.003	-0.010	-0.061	0.004	0.500	0.001	-0.500
4.970	0.001	0.098	0.003	-0.096	-0.062	0.041	0.500	-0.010	-0.500
4.975	0.001	0.098	0.003	-0.009	-0.051	0.022	0.500	0.007	-0.500
4.980	0.001	0.098	0.003	0.041	-0.053	0.048	0.500	-0.015	-0.500
4.985	0.001	0.098	0.003	0.056	-0.027	0.209	0.500	-0.031	-0.500
4.990	0.001	0.098	0.003	-0.031	0.041	-0.061	0.500	-0.028	-0.500
4.995	0.001	0.098	0.003	-0.006	0.106	-0.028	0.500	-0.012	-0.500
5.000	0.001	0.098	0.003	-0.058	-0.004	0.068	0.500	-0.030	-0.500
5.005	0.001	0.098	0.003	-0.095	0.050	-0.060	0.500	-0.013	-0.500
5.010	0.001	0.098	0.004	-0.060	0.018	0.030	0.500	-0.009	-0.500
5.015	0.001	0.098	0.004	-0.020	-0.102	0.046	0.500	-0.027	-0.500
5.020	0.001	0.098	0.004	-0.067	-0.009	-0.166	0.500	-0.005	-0.500
5.025	0.001	0.098	0.004	0.054	0.009	0.035	0.500	-0.026	-0.500
5.030	0.001	0.098	0.004	0.011	-0.032	0.027	0.500	-0.012	-0.500
5.035	0.001	0.098	0.004	-0.067	0.033	0.058	0.500	-0.004	-0.500
5.040	0.001	0.098	0.004	-0.008	0.050	-0.089	0.500	-0.020	-0.500
5.045	0.001	0.098	0.004	-0.039	-0.026	-0.049	0.500	-0.010	-0.500
5.050	0.001	0.098	0.004	0.010	0.052	-0.034	0.500	-0.018	-0.500
5.055	0.001	0.098	0.004	0.071	0.054	0.059	0.500	-0.016	-0.500
5.060	0.001	0.098	0.004	0.020	-0.038	-0.131	0.500	-0.010	-0.500
5.065	0.001	0.098	0.004	0.051	-0.014	0.046	0.500	0.002	-0.500
5.070	0.001	0.098	0.004	-0.045	-0.064	-0.018	0.500	-0.028	-0.500
5.075	0.001	0.098	0.004	0.001	-0.101	0.013	0.500	-0.020	-0.500
5.080	0.001	0.098	0.004	-0.098	-0.042	-0.008	0.500	-0.010	-0.500
5.085	0.001	0.098	0.004	0.030	0.002	-0.135	0.500	0.011	-0.500
5.090	0.001	0.098	0.004	-0.021	0.058	-0.066	0.500	-0.006	-0.500
5.095	0.001	0.098	0.004	0.031	-0.032	0.017	0.500	-0.003	-0.500
5.100	0.001	0.098	0.004	-0.042	-0.024	-0.112	0.500	0.008	-0.500
5.105	0.001	0.098	0.004	0.068	-0.073	-0.135	0.500	0.021	-0.500
5.110	0.001	0.098	0.004	-0.030	-0.011	0.175	0.500	-0.019	-0.500
5.115	0.001	0.098	0.004	-0.018	-0.095	0.119	0.500	-0.015	-0.500
5.120	0.001	0.097	0.004	-0.050	-0.044	0.010	0.500	-0.027	-0.500
5.125	0.001	0.097	0.004	-0.007	-0.001	0.068	0.500	-0.005	-0.500
5.130	0.001	0.097	0.004	0.119	-0.062	-0.006	0.500	0.005	-0.500
5.135	0.001	0.097	0.004	0.022	-0.010	0.055	0.500	-0.005	-0.500
5.140	0.001	0.097	0.004	0.046	0.009	-0.092	0.500	-0.028	-0.500
5.145	0.001	0.097	0.004	0.017	-0.064	0.134	0.500	-0.014	-0.500
5.150	0.001	0.097	0.004	0.043	-0.030	-0.074	0.500	-0.008	-0.500
5.155	0.001	0.097	0.004	-0.038	-0.001	-0.001	0.500	-0.013	-0.500
5.160	0.001	0.097	0.004	0.043	-0.004	-0.050	0.500	-0.014	-0.500
5.165	0.001	0.097	0.004	0.024	0.050	-0.030	0.500	0.015	-0.500
5.170	0.001	0.096	0.004	-0.014	-0.019	0.256	0.500	-0.010	-0.500
5.175	0.001	0.096	0.004	0.090	-0.012	-0.036	0.500	-0.012	-0.500
5.180	0.001	0.096	0.005	-0.025	-0.078	-0.001	0.500	-0.023	-0.500
5.185	0.001	0.096	0.005	0.045	-0.075	0.247	0.500	-0.003	-0.500
5.190	0.001	0.096	0.005	-0.008	-0.058	-0.050	0.500	-0.011	-0.500
5.195	0.001	0.096	0.005	0.069	-0.044	-0.128	0.500	-0.006	-0.500
5.200	0.001	0.096	0.005	0.020	0.014	0.120	0.500	-0.013	-0.500
5.205	0.001	0.095	0.005	0.037	0.028	0.080	0.500	-0.014	-0.500
5.210	0.001	0.095	0.005	-0.045	-0.039	0.131	0.500	-0.015	-0.500
5.215	0.001	0.095	0.005	-0.027	-0.093	-0.017	0.500	-0.004	-0.500
5.220	0.001	0.095	0.005	-0.050	-0.002	-0.129	0.500	-0.004	-0.500
5.225	0.001	0.095	0.005	-0.060	-0.021	-0.046	0.500	0.006	-0.500
5.230	0.001	0.095	0.005	-0.065	-0.078	-0.065	0.500	0.004	-0.500
5.235	0.001	0.094	0.005	0.038	-0.080	0.111	0.500	0.002	-0.500
5.240	0.001	0.094	0.005	0.033	-0.057	-0.015	0.500	-0.008	-0.500
5.245	0.001	0.094	0.005	-0.004	0.008	-0.115	0.500	-0.010	-0.500
5.250	0.001	0.094	0.005	-0.031	-0.067	0.125	0.500	-0.012	-0.500
5.255	0.001	0.093	0.005	0.062	-0.038	0.015	0.500	-0.019	-0.500
5.260	0.001	0.093	0.005	0.013	0.003	-0.015	0.500	-0.023	-0.500
5.265	0.001	0.093	0.005	-0.023	-0.131	0.152	0.500	-0.012	-0.500
5.270	0.001	0.093	0.005	-0.023	-0.079	0.091	0.500	-0.018	-0.500
5.275	0.001	0.093	0.005	0.018	-0.083	0.067	0.500	-0.002	-0.500
5.280	0.001	0.092	0.005	-0.048	0.047	-0.083	0.500	-0.018	-0.500
5.285	0.001	0.092	0.005	0.096	-0.045	-0.057	0.500	-0.013	-0.500
5.290	0.001	0.092	0.005	0.065	-0.088	-0.007	0.500	-0.006	-0.500
5.295	0.001	0.091	0.005	0.045	-0.001	-0.166	0.500	-0.014	-0.500
5.300	0.001	0.091	0.005	-0.015	-0.042	0.087	0.500	-0.018	-0.500
5.305	0.001	0.091	0.005	-0.048	-0.051	0.097	0.500	-0.004	-0.500
5.310	0.001	0.091	0.005	-0.013	-0.029	0.046	0.500	-0.015	-0.500
5.315	0.001	0.090	0.005	-0.006	0.005	0.075	0.500	-0.011	-0.500
5.320	0.001	0.090	0.005	-0.030	-0.088	-0.060	0.500	-0.001	-0.500
5.325	0.001	0.090	0.005	-0.034	-0.098	-0.131	0.500	-0.012	-0.500
5.330	0.001	0.090	0.005	0.000	-0.093	0.170	0.500	-0.004	-0.500
5.335	0.001	0.089	0.005	-0.058	-0.075	-0.070	0.500	-0.008	-0.500
5.340	0.001	0.089	0.006	-0.055	-0.093	0.141	0.500	-0.008	-0.500
5.345	0.001	0.089	0.006	0.090	0.011	-0.091	0.500	-0.022	-0.500
5.350	0.001	0.088	0.006	0.074	-0.030	0.063	0.500	-0.016	-0.500
5.355	0.001	0.088	0.006	-0.133	-0.131	0.130	0.500	0.005	-0.500
5.360	0.001	0.088	0.006	-0.006	-0.102	0.022	0.500	-0.014	-0.500
5.365	0.001	0.087	0.006	0.008	-0.054	0.031	0.500	-0.007	-0.500
5.370	0.001	0.087	0.006	0.101	-0.030	0.014	0.500	-0.004	-0.500
5.375	0.000	0.087	0.006	0.075	0.037	0.005	0.500	0.002	-0.500
5.380	0.000	0.086	0.006	0.080	-0.092	0.030	0.500	-0.000	-0.500
5.385	0.000	0.086	0.006	0.081	-0.053	0.010	0.500	-0.005	-0.500
5.390	0.000	0.086	0.006	-0.006	-0.138	-0.089	0.500	-0.021	-0.500
5.395	0.000	0.085	0.006	0.017	-0.081	0.065	0.500	-0.020	-0.500
5.400	0.000	0.085	0.006	-0.021	-0.071	0.052	0.500	0.002	-0.500
5.405	0.000	0.085	0.006	-0.033	-0.031	0.010	0.500	-0.009	-0.500
5.410	0.000	0.084	0.006	-0.014	-0.066	-0.045	0.500	0.005	-0.500
5.415	0.000	0.084	0.006	-0.012	-0.022	0.003	0.500	0.011	-0.500
5.420	0.000	0.084	0.006	0.016	-0.024	-0.067	0.500	-0.008	-0.500
5.425	0.000	0.083	0.006	-0.038	-0.080	-0.172	0.500	-0.009	-0.500
5.430	0.000	0.083	0.006	-0.009	-0.122	0.112	0.500	0.003	-0.500
5.435	0.000	0.083	0.006	0.029	-0.059	0.128	0.500	-0.003	-0.500
5.440	0.000	0.082	0.006	0.038	-0.106	-0.036	0.500	0.004	-0.500
5.445	0.000	0.082	0.006	-0.008	-0.040	0.239	0.500	-0.006	-0.500
5.450	0.000	0.081	0.006	0.000	-0.114	0.099	0.500	-0.002	-0.500
5.455	0.000	0.081	0.006	-0.066	-0.100	0.051	0.500	-0.008	-0.500
5.460	0.000	0.081	0.006	-0.034	-0.058	0.136	0.500	-0.002	-0.500
5.465	0.000	0.080	0.006	-0.009	-0.105	-0.126	0.500	-0.008	-0.500
5.470	0.000	0.080	0.006	-0.021	-0.150	0.010	0.500	-0.012	-0.500
5.475	0.000	0.080	0.006	-0.005	-0.054	0.045	0.500	-0.005	-0.500
5.480	0.000	0.079	0.006	-0.010	-0.022	0.187	0.500	0.014	-0.500
5.485	0.000	0.079	0.006	0.014	-0.092	-0.194	0.500	-0.017	-0.500
5.490	0.000	0.078	0.006	0.045	-0.064	0.134	0.500	-0.021	-0.500
5.495	0.000	0.078	0.007	-0.054	-0.173	0.085	0.500	0.005	-0.500
5.500	0.000	0.078	0.007	-0.057	-0.030	0.107	0.500	0.006	-0.500
5.505	0.000	0.077	0.007	-0.094	-0.047	0.135	0.500	0.008	-0.500
5.510	0.000	0.077	0.007	0.009	-0.103	-0.225	0.500	-0.007	-0.500
5.515	0.000	0.076	0.007	0.063	-0.064	-0.007	0.500	-0.002	-0.500
5.520	0.000	0.076	0.007	0.030	-0.037	0.075	0.500	0.002	-0.500
5.525	0.000	0.076	0.007	-0.018	-0.103	0.189	0.500	-0.014	-0.500
5.530	0.000	0.075	0.007	0.050	-0.099	-0.006	0.500	0.002	-0.500
5.535	0.000	0.075	0.007	-0.028	-0.094	-0.063	0.500	-0.014	-0.500
5.540	0.000	0.074	0.007	-0.045	-0.097	0.010	0.500	0.003	-0.500
5.545	0.000	0.074	0.007	0.010	-0.091	0.002	0.500	0.011	-0.500
5.550	0.000	0.074	0.007	0.003	-0.157	0.050	0.500	-0.001	-0.500
5.555	0.000	0.073	0.007	0.023	-0.120	-0.076	0.500	0.008	-0.500
5.560	0.000	0.073	0.007	-0.035	-0.016	0.124	0.500	-0.015	-0.500
5.565	0.000	0.072	0.007	-0.045	-0.085	0.158	0.500	0.013	-0.500
5.570	0.000	0.072	0.007	-0.018	-0.100	-0.012	0.500	-0.008	-0.500
5.575	0.000	0.072	0.007	-0.020	-0.018	0.019	0.500	0.008	-0.500
5.580	-0.000	0.071	0.007	0.048	-0.033	0.118	0.500	-0.001	-0.500
5.585	-0.000	0.071	0.007	0.009	-0.102	0.128	0.500	0.012	-0.500
5.590	-0.000	0.070	0.007	0.020	-0.039	-0.198	0.500	0.012	-0.500
5.595	-0.000	0.070	0.007	-0.091	-0.135	0.074	0.500	-0.010	-0.500
5.600	-0.000	0.070	0.007	-0.063	-0.070	-0.034	0.500	-0.006	-0.500
5.605	-0.000	0.069	0.007	0.018	-0.111	-0.106	0.500	0.010	-0.500
5.610	-0.000	0.069	0.007	0.032	-0.195	0.029	0.500	0.011	-0.500
5.615	-0.000	0.068	0.007	0.023	-0.087	-0.005	0.500	-0.020	-0.500
5.620	-0.000	0.068	0.007	0.033	-0.127	0.022	0.500	0.004	-0.500
5.625	-0.000	0.068	0.007	-0.057	-0.080	-0.112	0.500	-0.002	-0.500
5.630	-0.000	0.067	0.007	0.017	-0.038	0.114	0.500	0.002	-0.500
5.635	-0.000	0.067	0.007	0.048	-0.115	-0.011	0.500	-0.000	-0.500
5.640	-0.000	0.066	0.008	-0.049	-0.113	-0.056	0.500	-0.003	-0.500
5.645	-0.000	0.066	0.008	-0.035	0.008	0.075	0.500	-0.005	-0.500
5.650	-0.000	0.066	0.008	0.015	-0.095	-0.030	0.500	0.015	-0.500
5.655	-0.000	0.065	0.008	-0.003	-0.047	0.142	0.500	-0.016	-0.500
5.660	-0.000	0.065	0.008	0.045	-0.146	0.020	0.500	-0.011	-0.500
5.665	-0.000	0.064	0.008	0.053	-0.151	0.079	0.500	-0.005	-0.500
5.670	-0.000	0.064	0.008	-0.094	-0.131	-0.005	0.500	0.012	-0.500
5.675	-0.000	0.064	0.008	0.082	-0.084	0.100	0.500	-0.004	-0.500
5.680	-0.000	0.063	0.008	0.073	-0.143	0.015	0.500	-0.017	-0.500
5.685	-0.000	0.063	0.008	0.028	-0.076	-0.009	0.500	0.013	-0.500
5.690	-0.000	0.062	0.008	0.051	-0.079	0.017	0.500	0.001	-0.500
5.695	-0.000	0.062	0.008	-0.037	-0.065	-0.036	0.500	0.003	-0.500
5.700	-0.000	0.062	0.008	0.032	-0.042	-0.227	0.500	0.014	-0.500
5.705	-0.000	0.061	0.008	-0.039	-0.042	-0.091	0.500	0.010	-0.500
5.710	-0.000	0.061	0.008	0.024	-0.045	0.166	0.500	-0.009	-0.500
5.715	-0.000	0.060	0.008	0.066	-0.108	0.019	0.500	0.007	-0.500
5.720	-0.000	0.060	0.008	0.009	-0.097	0.158	0.500	0.017	-0.500
5.725	-0.000	0.060	0.008	-0.012	-0.113	0.044	0.500	-0.003	-0.500
5.730	-0.000	0.059	0.008	0.068	-0.019	0.191	0.496	0.014	-0.500
5.735	-0.000	0.059	0.008	0.026	0.013	-0.003	0.495	0.014	-0.500
5.740	-0.000	0.059	0.008	-0.158	-0.106	-0.068	0.490	0.013	-0.500
5.745	-0.000	0.058	0.008	-0.037	-0.002	-0.053	0.490	0.007	-0.500
5.750	-0.000	0.058	0.008	-0.037	-0.058	0.172	0.471	0.008	-0.500
5.755	-0.000	0.058	0.008	0.008	-0.033	0.119	0.472	0.018	-0.500
5.760	-0.000	0.057	0.008	0.004	-0.068	-0.024	0.466	0.009	-0.500
5.765	-0.000	0.057	0.008	-0.026	0.007	-0.014	0.459	0.000	-0.500
5.770	-0.000	0.057	0.008	0.047	-0.029	0.205	0.446	0.003	-0.500
5.775	-0.000	0.056	0.008	-0.033	-0.035	-0.092	0.439	0.014	-0.500
5.780	-0.000	0.056	0.009	-0.029	-0.026	-0.105	0.465	-0.006	-0.500
5.785	-0.000	0.056	0.009	0.038	-0.077	0.013	0.452	0.011	-0.500
5.790	-0.000	0.055	0.009	-0.065	-0.128	0.119	0.442	-0.003	-0.500
5.795	-0.000	0.055	0.009	0.042	-0.024	0.016	0.453	0.012	-0.500
5.800	-0.000	0.055	0.009	-0.026	-0.004	0.103	0.432	-0.015	-0.500
5.805	-0.000	0.054	0.009	0.023	-0.045	0.108	0.448	0.001	-0.500
5.810	-0.001	0.054	0.009	0.060	-0.052	-0.026	0.421	-0.003	-0.500
5.815	-0.001	0.054	0.009	-0.022	-0.117	-0.018	0.437	0.002	-0.500
5.820	-0.001	0.053	0.009	0.037	-0.050	0.201	0.431	0.017	-0.500
5.825	-0.001	0.053	0.009	0.029	-0.058	-0.000	0.421	0.012	-0.500
5.830	-0.001	0.053	0.009	-0.023	-0.045	-0.061	0.417	0.015	-0.500
5.835	-0.001	0.052	0.009	-0.005	-0.113	0.156	0.405	0.007	-0.500
5.840	-0.001	0.052	0.009	-0.072	0.057	-0.054	0.425	0.009	-0.500
5.845	-0.001	0.052	0.009	0.017	-0.086	-0.028	0.412	0.013	-0.500
5.850	-0.001	0.052	0.009	-0.024	-0.033	0.081	0.406	0.009	-0.500
5.855	-0.001	0.051	0.009	0.018	-0.073	-0.145	0.416	-0.006	-0.500
5.860	-0.001	0.051	0.009	-0.008	-0.039	0.035	0.402	0.010	-0.500
5.865	-0.001	0.051	0.009	-0.033	-0.069	-0.005	0.404	0.028	-0.500
5.870	-0.001	0.051	0.009	-0.011	0.027	-0.018	0.391	0.021	-0.500
5.875	-0.001	0.050	0.009	-0.001	-0.063	0.114	0.397	-0.000	-0.500
5.880	-0.001	0.050	0.009	-0.020	-0.107	-0.210	0.397	0.006	-0.500
5.885	-0.001	0.050	0.009	-0.049	-0.114	0.062	0.402	0.018	-0.500
5.890	-0.001	0.050	0.009	-0.009	-0.020	0.026	0.387	0.020	-0.500
5.895	-0.001	0.049	0.009	-0.004	-0.038	0.067	0.396	0.014	-0.500
5.900	-0.001	0.049	0.009	0.064	-0.024	0.053	0.361	0.008	-0.500
5.905	-0.001	0.049	0.009	0.022	0.004	0.013	0.412	0.010	-0.500
5.910	-0.001	0.049	0.009	0.055	0.005	-0.026	0.382	0.010	-0.500
5.915	-0.001	0.048	0.010	-0.047	0.038	0.029	0.384	0.022	-0.500
5.920	-0.001	0.048	0.010	-0.089	-0.053	-0.024	0.370	0.013	-0.500
5.925	-0.001	0.048	0.010	0.140	-0.013	0.082	0.377	-0.005	-0.500
5.930	-0.001	0.048	0.010	-0.001	0.028	0.076	0.368	0.017	-0.500
5.935	-0.001	0.048	0.010	-0.107	-0.079	0.229	0.380	0.008	-0.500
5.940	-0.001	0.048	0.010	0.033	-0.108	-0.038	0.375	-0.002	-0.500
5.945	-0.001	0.047	0.010	-0.092	0.044	-0.031	0.372	0.011	-0.500
5.950	-0.001	0.047	0.010	-0.008	0.020	0.039	0.362	-0.001	-0.500
5.955	-0.001	0.047	0.010	-0.080	-0.040	-0.113	0.364	0.006	-0.500
5.960	-0.001	0.047	0.010	0.017	-0.112	0.040	0.364	0.016	-0.500
5.965	-0.001	0.047	0.010	-0.016	-0.060	-0.143	0.386	0.002	-0.500
5.970	-0.001	0.047	0.010	-0.142	-0.015	-0.035	0.362	-0.003	-0.500
5.975	-0.001	0.046	0.010	0.017	-0.102	-0.034	0.346	0.002	-0.500
5.980	-0.001	0.046	0.010	-0.008	0.018	0.008	0.348	0.027	-0.500
5.985	-0.001	0.046	0.010	0.021	-0.013	0.022	0.371	0.005	-0.500
5.990	-0.001	0.046	0.010	0.003	0.045	0.126	0.374	0.025	-0.500
5.995	-0.001	0.046	0.010	-0.033	0.083	0.047	0.370	0.013	-0.500
6.000	-0.001	0.046	0.010	-0.056	0.002	-0.100	0.356	0.017	-0.500
6.005	-0.001	0.046	0.010	-0.002	-0.042	-0.155	0.365	-0.001	-0.500
6.010	-0.001	0.046	0.010	-0.065	-0.001	-0.088	0.355	0.019	-0.500
6.015	-0.001	0.046	0.010	0.048	0.054	0.042	0.359	0.019	-0.500
6.020	-0.001	0.045	0.010	-0.021	-0.054	-0.094	0.359	0.011	-0.500
6.025	-0.001	0.045	0.010	-0.055	0.021	-0.088	0.353	0.033	-0.500
6.030	-0.001	0.045	0.010	-0.016	-0.034	0.147	0.336	0.015	-0.500
6.035	-0.001	0.045	0.010	-0.035	-0.037	0.203	0.355	-0.009	-0.500
6.040	-0.001	0.045	0.010	-0.018	-0.012	0.112	0.348	-0.001	-0.500
6.045	-0.001	0.045	0.011	-0.063	0.048	-0.006	0.374	0.003	-0.500
6.050	-0.001	0.045	0.011	-0.015	0.037	-0.181	0.334	-0.002	-0.500
6.055	-0.001	0.045	0.011	-0.064	-0.002	-0.115	0.343	0.002	-0.500
6.060	-0.001	0.045	0.011	0.054	-0.039	0.038	0.362	0.004	-0.500
6.065	-0.001	0.045	0.011	0.025	0.019	-0.072	0.348	0.011	-0.500
6.070	-0.001	0.045	0.011	-0.045	-0.014	-0.187	0.340	0.010	-0.500
6.075	-0.001	0.045	0.011	0.017	-0.051	0.009	0.349	0.001	-0.500
6.080	-0.001	0.045	0.011	0.036	0.040	-0.007	0.363	0.015	-0.500
6.085	-0.001	0.045	0.011	0.004	-0.079	-0.089	0.359	0.019	-0.500
6.090	-0.001	0.045	0.011	-0.011	-0.086	-0.175	0.359	0.009	-0.500
6.095	-0.001	0.045	0.011	-0.046	-0.041	0.108	0.346	0.007	-0.500
6.100	-0.001	0.045	0.011	0.073	0.014	-0.276	0.350	0.020	-0.500
6.105	-0.001	0.045	0.011	0.046	0.020	-0.065	0.349	0.023	-0.500
6.110	-0.001	0.045	0.011	-0.061	-0.137	-0.013	0.367	-0.002	-0.500
6.115	-0.001	0.045	0.011	-0.049	0.015	-0.056	0.365	-0.003	-0.500
6.120	-0.001	0.045	0.011	-0.058	0.008	-0.027	0.377	0.022	-0.500
6.125	-0.001	0.045	0.011	-0.006	0.011	-0.031	0.357	0.019	-0.500
6.130	-0.001	0.045	0.011	0.056	-0.007	-0.180	0.360	-0.001	-0.500
6.135	-0.001	0.045	0.011	-0.043	-0.027	0.093	0.367	-0.000	-0.500
6.140	-0.001	0.045	0.011	-0.012	-0.007	-0.020	0.358	0.011	-0.500
6.145	-0.001	0.045	0.011	-0.099	0.020	0.001	0.338	-0.013	-0.500
6.150	-0.001	0.045	0.011	-0.011	0.036	-0.127	0.372	0.005	-0.500
6.155	-0.001	0.045	0.011	-0.037	0.063	-0.014	0.378	-0.007	-0.500
6.160	-0.001	0.045	0.011	0.002	0.059	-0.147	0.353	-0.004	-0.500
6.165	-0.001	0.046	0.011	0.055	0.032	0.012	0.370	0.006	-0.500
6.170	-0.001	0.046	0.011	-0.058	0.072	-0.032	0.364	0.009	-0.500
6.175	-0.001	0.046	0.012	-0.028	0.032	-0.089	0.349	-0.014	-0.500
6.180	-0.001	0.046	0.012	-0.007	-0.027	0.103	0.372	0.016	-0.500
6.185	-0.001	0.046	0.012	-0.075	0.040	0.077	0.360	0.019	-0.500
6.190	-0.001	0.046	0.012	-0.019	-0.025	0.200	0.377	-0.010	-0.500
6.195	-0.000	0.046	0.012	0.045	0.047	-0.096	0.377	0.004	-0.500
6.200	-0.000	0.046	0.012	0.019	0.022	-0.076	0.375	-0.004	-0.500
6.205	-0.000	0.046	0.012	-0.061	0.101	-0.048	0.372	0.007	-0.500
6.210	-0.000	0.047	0.012	0.005	-0.016	-0.077	0.376	0.010	-0.500
6.215	-0.000	0.047	0.012	-0.045	0.018	0.029	0.357	0.010	-0.500
6.220	-0.000	0.047	0.012	0.032	0.045	-0.086	0.357	0.006	-0.500
6.225	-0.000	0.047	0.012	-0.022	0.027	-0.059	0.371	0.018	-0.500
